Genome	Organism/Name	Strain	CladeID	BioSample	BioProject	Group	SubGroup	Assembly	Size (Mb)	GC%	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Level
GCA_001399115.1_Mother15_genomic.fna	Streptococcus agalactiae	Mother15	20122	SAMEA2780175 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001399115.1 	2.09601	35.4	-	CDEG01	87	2060	1993	2014/11/04	2016/03/09	Contig
GCA_001399135.1_Child15-1_genomic.fna	Streptococcus agalactiae	Child15-1	20122	SAMEA2780177 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001399135.1 	2.09354	35.4	-	CDCS01	64	2058	1996	2014/11/04	2015/11/10	Contig
GCA_001399155.1_Child15-2_genomic.fna	Streptococcus agalactiae	Child15-2	20122	SAMEA2780178 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001399155.1 	2.09323	35.4	-	CDDR01	63	2055	1992	2014/11/04	2016/03/09	Contig
GCA_001399175.1_Mother16_genomic.fna	Streptococcus agalactiae	Mother16	20122	SAMEA2780179 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001399175.1 	2.04905	35.4	-	CDDP01	92	2001	1928	2014/11/04	2016/03/09	Contig
GCA_001399195.1_Child16_genomic.fna	Streptococcus agalactiae	Child16	20122	SAMEA2780180 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001399195.1 	2.04392	35.4	-	CDEE01	176	1999	1918	2014/11/04	2015/11/10	Contig
GCA_001399295.1_Mother17_genomic.fna	Streptococcus agalactiae	Mother17	20122	SAMEA2780181 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001399295.1 	1.99503	35.3	-	CDEI01	82	1952	1881	2014/11/05	2016/03/09	Contig
GCA_001399315.1_Child17_genomic.fna	Streptococcus agalactiae	Child17	20122	SAMEA2780182 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001399315.1 	1.99067	35.2	-	CDDS01	88	1947	1882	2014/11/04	2015/11/10	Contig
GCA_001399335.1_Mother18_genomic.fna	Streptococcus agalactiae	Mother18	20122	SAMEA2780183 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001399335.1 	2.03077	35.2	-	CDCW01	78	1988	1925	2014/11/04	2015/11/10	Contig
GCA_001399355.1_Child18_genomic.fna	Streptococcus agalactiae	Child18	20122	SAMEA2780184 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001399355.1 	2.02766	35.2	-	CDCV01	56	1989	1932	2014/11/04	2015/11/10	Contig
GCA_001399375.1_Mother19_genomic.fna	Streptococcus agalactiae	Mother19	20122	SAMEA2780185 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001399375.1 	2.0163	35.2	-	CDCU01	93	1953	1887	2014/11/04	2015/11/10	Contig
GCA_001399395.1_Child19-1_genomic.fna	Streptococcus agalactiae	Child19-1	20122	SAMEA2780186 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001399395.1 	2.0196	35.2	-	CDBF01	80	1964	1896	2014/11/04	2015/11/10	Contig
GCA_001399415.1_Child19-2_genomic.fna	Streptococcus agalactiae	Child19-2	20122	SAMEA2780187 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001399415.1 	2.01981	35.2	-	CDBE01	80	1967	1895	2014/11/04	2016/03/09	Contig
GCA_001399435.1_Child19-3_genomic.fna	Streptococcus agalactiae	Child19-3	20122	SAMEA2780188 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001399435.1 	2.01939	35.2	-	CDBD01	82	1966	1896	2014/11/04	2015/11/10	Contig
GCA_001484865.1_ASM148486v1_genomic.fna	Streptococcus agalactiae	GB00037	20122	SAMN03801951 	PRJNA288578	Terrabacteria group	Firmicutes	GCA_001484865.1 	2.0457	35.3	-	LGAH01	361	2061	1916	2016/01/05	2016/03/01	Contig
GCA_001692935.1_ASM169293v1_genomic.fna	Streptococcus agalactiae	NOVUI-4	20122	SAMN04481645 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001692935.1 	2.01772	35.2	-	MBSM01	44	2009	1925	2016/07/22	2016/07/25	Contig
GCA_001693835.1_ASM169383v1_genomic.fna	Streptococcus agalactiae	1999	20122	SAMN04481581 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001693835.1 	2.15131	35.4	-	MAMW01	55	2187	2046	2016/07/26	2016/07/27	Contig
GCA_001693845.1_ASM169384v1_genomic.fna	Streptococcus agalactiae	AB-11	20122	SAMN04481587 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001693845.1 	2.18832	35.3	-	MANA01	45	2205	2100	2016/07/26	2016/07/27	Contig
GCA_001693855.1_ASM169385v1_genomic.fna	Streptococcus agalactiae	404562	20122	SAMN04481586 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001693855.1 	2.02258	35.3	-	MAUV01	31	2019	1907	2016/07/26	2016/07/27	Contig
GCA_001693865.1_ASM169386v1_genomic.fna	Streptococcus agalactiae	5877	20122	SAMN04481584 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001693865.1 	2.08084	35.3	-	MAMZ01	53	2098	1978	2016/07/26	2016/07/27	Contig
GCA_001693915.1_ASM169391v1_genomic.fna	Streptococcus agalactiae	AB-17	20122	SAMN04481589 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001693915.1 	2.18642	35.3	-	MANC01	38	2211	2097	2016/07/26	2016/07/27	Contig
GCA_001693925.1_ASM169392v1_genomic.fna	Streptococcus agalactiae	AB-24	20122	SAMN04481591 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001693925.1 	2.01778	35.2	-	MANE01	49	2029	1924	2016/07/26	2016/07/27	Contig
GCA_001693955.1_ASM169395v1_genomic.fna	Streptococcus agalactiae	2274	20122	SAMN04481582 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001693955.1 	2.07713	35.5	-	MAMX01	43	2102	1990	2016/07/26	2016/07/27	Contig
GCA_001693965.1_ASM169396v1_genomic.fna	Streptococcus agalactiae	AB-46	20122	SAMN04481594 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001693965.1 	2.17366	35.3	-	MANH01	36	2183	2079	2016/07/26	2016/07/27	Contig
GCA_001693995.1_ASM169399v1_genomic.fna	Streptococcus agalactiae	5675	20122	SAMN04481583 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001693995.1 	2.15888	35.4	-	MAMY01	44	2185	2069	2016/07/26	2016/07/27	Contig
GCA_001694015.1_ASM169401v1_genomic.fna	Streptococcus agalactiae	351521	20122	SAMN04481585 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694015.1 	2.02248	35.2	-	MAUU01	23	2019	1940	2016/07/26	2016/07/27	Contig
GCA_001694025.1_ASM169402v1_genomic.fna	Streptococcus agalactiae	AB-13	20122	SAMN04481588 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694025.1 	2.06709	35.3	-	MANB01	43	2080	1981	2016/07/26	2016/07/27	Contig
GCA_001694045.1_ASM169404v1_genomic.fna	Streptococcus agalactiae	AB-22	20122	SAMN04481590 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694045.1 	2.24103	35.4	-	MAND01	55	2172	2049	2016/07/26	2016/07/27	Contig
GCA_001694075.1_ASM169407v1_genomic.fna	Streptococcus agalactiae	AB-35	20122	SAMN04481592 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694075.1 	2.10548	35.4	-	MANF01	65	2136	2012	2016/07/26	2016/07/27	Contig
GCA_001694095.1_ASM169409v1_genomic.fna	Streptococcus agalactiae	AB-42	20122	SAMN04481593 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694095.1 	2.20866	35.3	-	MANG01	44	2230	2126	2016/07/26	2016/07/27	Contig
GCA_001694115.1_ASM169411v1_genomic.fna	Streptococcus agalactiae	AB-47	20122	SAMN04481595 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694115.1 	2.19225	35.4	-	MAVW01	61	2201	2090	2016/07/26	2016/07/27	Contig
GCA_001694125.1_ASM169412v1_genomic.fna	Streptococcus agalactiae	AB-48	20122	SAMN04481596 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694125.1 	2.17409	35.3	-	MAVX01	40	2186	2077	2016/07/26	2016/07/27	Contig
GCA_001694155.1_ASM169415v1_genomic.fna	Streptococcus agalactiae	AB-55	20122	SAMN04481597 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694155.1 	2.18285	35.3	-	MAVY01	32	2195	2098	2016/07/26	2016/07/27	Contig
GCA_001694175.1_ASM169417v1_genomic.fna	Streptococcus agalactiae	AB-56	20122	SAMN04481598 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694175.1 	2.04747	35.2	-	MAVZ01	60	2063	1969	2016/07/26	2016/07/27	Contig
GCA_001694195.1_ASM169419v1_genomic.fna	Streptococcus agalactiae	AB-7	20122	SAMN04481599 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694195.1 	2.01875	35.2	-	MAWA01	41	2042	1922	2016/07/26	2016/07/27	Contig
GCA_001694205.1_ASM169420v1_genomic.fna	Streptococcus agalactiae	AB-70	20122	SAMN04481600 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694205.1 	2.21701	35.4	-	MAWB01	45	2234	2127	2016/07/26	2016/07/27	Contig
GCA_001694235.1_ASM169423v1_genomic.fna	Streptococcus agalactiae	ATL-29	20122	SAMN04481601 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694235.1 	2.02965	35.2	-	MAWC01	45	2036	1937	2016/07/26	2016/07/27	Contig
GCA_001694255.1_ASM169425v1_genomic.fna	Streptococcus agalactiae	ATL-77	20122	SAMN04481603 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694255.1 	2.02879	35.2	-	MAWE01	46	2045	1939	2016/07/26	2016/07/27	Contig
GCA_001694265.1_ASM169426v1_genomic.fna	Streptococcus agalactiae	ATL-91	20122	SAMN04481604 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694265.1 	2.022	35.2	-	MAWF01	70	2068	1924	2016/07/26	2016/07/27	Contig
GCA_001694285.1_ASM169428v1_genomic.fna	Streptococcus agalactiae	BE-PW-052	20122	SAMN04481606 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694285.1 	2.13376	35.5	-	MAWH01	36	2156	2054	2016/07/26	2016/07/27	Contig
GCA_001694315.1_ASM169431v1_genomic.fna	Streptococcus agalactiae	BE-PW-058	20122	SAMN04481607 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694315.1 	2.15019	35.5	-	MAWI01	38	2152	2054	2016/07/26	2016/07/27	Contig
GCA_001694325.1_ASM169432v1_genomic.fna	Streptococcus agalactiae	BE-PW-073	20122	SAMN04481608 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694325.1 	2.20546	35.4	-	MAWJ01	55	2242	2142	2016/07/26	2016/07/27	Contig
GCA_001694355.1_ASM169435v1_genomic.fna	Streptococcus agalactiae	BE-PW-118	20122	SAMN04481610 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694355.1 	2.11775	35.5	-	MAWL01	47	2132	2034	2016/07/26	2016/07/27	Contig
GCA_001694365.1_ASM169436v1_genomic.fna	Streptococcus agalactiae	BE-PW-149	20122	SAMN04481611 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694365.1 	2.13772	35.5	-	MAWM01	48	2160	2060	2016/07/26	2016/07/27	Contig
GCA_001694395.1_ASM169439v1_genomic.fna	Streptococcus agalactiae	BE-PW-150	20122	SAMN04481612 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694395.1 	2.16568	35.5	-	MAWN01	81	2235	2079	2016/07/26	2016/07/27	Contig
GCA_001694415.1_ASM169441v1_genomic.fna	Streptococcus agalactiae	BE-PW-163	20122	SAMN04481614 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694415.1 	2.48158	35.4	-	MAWP01	493	2691	2336	2016/07/26	2016/07/27	Contig
GCA_001694425.1_ASM169442v1_genomic.fna	Streptococcus agalactiae	BG-PW-065	20122	SAMN04481615 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694425.1 	2.02295	35.2	-	MAWQ01	55	2034	1925	2016/07/26	2016/07/27	Contig
GCA_001694435.1_ASM169443v1_genomic.fna	Streptococcus agalactiae	CZ-NI-016	20122	SAMN04481616 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694435.1 	2.19468	35.4	-	MAWR01	61	2240	2096	2016/07/26	2016/07/27	Contig
GCA_001694475.1_ASM169447v1_genomic.fna	Streptococcus agalactiae	CZ-PW-017	20122	SAMN04481617 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694475.1 	2.10227	35.5	-	MAWS01	35	2113	2016	2016/07/26	2016/07/27	Contig
GCA_001694495.1_ASM169449v1_genomic.fna	Streptococcus agalactiae	CZ-PW-150	20122	SAMN04481619 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694495.1 	2.19034	35.4	-	MAWU01	56	2199	2097	2016/07/26	2016/07/27	Contig
GCA_001694515.1_ASM169451v1_genomic.fna	Streptococcus agalactiae	DK-PW-096	20122	SAMN04481622 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694515.1 	2.20371	35.4	-	MAWX01	80	2280	2150	2016/07/26	2016/07/27	Contig
GCA_001694525.1_ASM169452v1_genomic.fna	Streptococcus agalactiae	DK-PW-161	20122	SAMN04481623 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694525.1 	2.11648	35.5	-	MAWY01	66	2171	2038	2016/07/26	2016/07/27	Contig
GCA_001694555.1_ASM169455v1_genomic.fna	Streptococcus agalactiae	ATL-58	20122	SAMN04481602 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694555.1 	2.18392	35.3	-	MAWD01	39	2199	2099	2016/07/26	2016/07/27	Contig
GCA_001694575.1_ASM169457v1_genomic.fna	Streptococcus agalactiae	ATL-94	20122	SAMN04481605 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694575.1 	2.03098	35.2	-	MAWG01	45	2046	1936	2016/07/26	2016/07/27	Contig
GCA_001694585.1_ASM169458v1_genomic.fna	Streptococcus agalactiae	BE-PW-092	20122	SAMN04481609 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694585.1 	2.16024	35.4	-	MAWK01	40	2187	2086	2016/07/26	2016/07/27	Contig
GCA_001694615.1_ASM169461v1_genomic.fna	Streptococcus agalactiae	BE-PW-162	20122	SAMN04481613 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694615.1 	2.48715	35.4	-	MAWO01	553	2739	2321	2016/07/26	2016/07/27	Contig
GCA_001694625.1_ASM169462v1_genomic.fna	Streptococcus agalactiae	CZ-PW-140	20122	SAMN04481618 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694625.1 	2.25424	35.3	-	MAWT01	46	2259	2143	2016/07/26	2016/07/27	Contig
GCA_001694645.1_ASM169464v1_genomic.fna	Streptococcus agalactiae	DE-PW-196	20122	SAMN04481620 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694645.1 	2.03461	35.2	-	MAWV01	29	2035	1946	2016/07/26	2016/07/27	Contig
GCA_001694675.1_ASM169467v1_genomic.fna	Streptococcus agalactiae	DK-NI-19	20122	SAMN04481621 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694675.1 	2.1915	35.4	-	MAWW01	52	2240	2110	2016/07/26	2016/07/27	Contig
GCA_001694695.1_ASM169469v1_genomic.fna	Streptococcus agalactiae	IT-PW-052	20122	SAMN04481635 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694695.1 	2.01879	35.2	-	MBLE01	56	2040	1927	2016/07/26	2016/07/27	Contig
GCA_001694705.1_ASM169470v1_genomic.fna	Streptococcus agalactiae	IT-PW-075	20122	SAMN04481636 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694705.1 	2.14656	35.4	-	MBLD01	51	2158	2046	2016/07/26	2016/07/27	Contig
GCA_001694725.1_ASM169472v1_genomic.fna	Streptococcus agalactiae	IT-PW-086	20122	SAMN04481637 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694725.1 	2.1955	35.4	-	MBLC01	43	2202	2087	2016/07/26	2016/07/27	Contig
GCA_001694745.1_ASM169474v1_genomic.fna	Streptococcus agalactiae	IT-PW-097	20122	SAMN04481638 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694745.1 	2.20788	35.5	-	MBLB01	48	2255	2142	2016/07/26	2016/07/27	Contig
GCA_001694775.1_ASM169477v1_genomic.fna	Streptococcus agalactiae	NOVUI-1	20122	SAMN04481639 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694775.1 	2.02874	35.2	-	MBLA01	40	2035	1941	2016/07/26	2016/07/27	Contig
GCA_001694785.1_ASM169478v1_genomic.fna	Streptococcus agalactiae	NOVUI-10	20122	SAMN04481640 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694785.1 	2.07417	35.3	-	MBKZ01	45	2080	1979	2016/07/26	2016/07/27	Contig
GCA_001694815.1_ASM169481v1_genomic.fna	Streptococcus agalactiae	NOVUI-11	20122	SAMN04481641 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694815.1 	2.18996	35.3	-	MBKY01	46	2228	2105	2016/07/26	2016/07/27	Contig
GCA_001694825.1_ASM169482v1_genomic.fna	Streptococcus agalactiae	NOVUI-19	20122	SAMN04481642 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694825.1 	2.036	35.3	-	MBKX01	27	2044	1942	2016/07/26	2016/07/27	Contig
GCA_001694855.1_ASM169485v1_genomic.fna	Streptococcus agalactiae	NOVUI-26	20122	SAMN04481644 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694855.1 	2.0163	35.2	-	MBKV01	41	2018	1924	2016/07/26	2016/07/27	Contig
GCA_001694875.1_ASM169487v1_genomic.fna	Streptococcus agalactiae	NOVUI-6	20122	SAMN04481647 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694875.1 	2.01652	35.2	-	MBKT01	43	2025	1924	2016/07/26	2016/07/27	Contig
GCA_001694895.1_ASM169489v1_genomic.fna	Streptococcus agalactiae	NOVUI-5	20122	SAMN04481646 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694895.1 	2.10704	35.4	-	MBKU01	111	2154	2010	2016/07/26	2016/07/27	Contig
GCA_001694905.1_ASM169490v1_genomic.fna	Streptococcus agalactiae	NOVUI-2	20122	SAMN04481643 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694905.1 	2.18232	35.3	-	MBKW01	35	2187	2091	2016/07/26	2016/07/27	Contig
GCA_001694935.1_ASM169493v1_genomic.fna	Streptococcus agalactiae	NOVUI-7	20122	SAMN04481648 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694935.1 	2.02291	35.2	-	MBKS01	48	2039	1928	2016/07/26	2016/07/27	Contig
GCA_001694945.1_ASM169494v1_genomic.fna	Streptococcus agalactiae	NOVUI-8	20122	SAMN04481649 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694945.1 	2.02948	35.2	-	MBKR01	45	2038	1936	2016/07/26	2016/07/27	Contig
GCA_001694975.1_ASM169497v1_genomic.fna	Streptococcus agalactiae	SH4090	20122	SAMN04481650 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694975.1 	2.08532	35.3	-	MBKQ01	20	2069	1969	2016/07/26	2016/07/27	Contig
GCA_001694985.1_ASM169498v1_genomic.fna	Streptococcus agalactiae	DK-PW-167	20122	SAMN04481624 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001694985.1 	2.18073	35.5	-	MBKI01	47	2215	2111	2016/07/26	2016/07/27	Contig
GCA_001695015.1_ASM169501v1_genomic.fna	Streptococcus agalactiae	ES-NI-012	20122	SAMN04481625 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001695015.1 	2.18146	35.4	-	MBKJ01	66	2205	2097	2016/07/26	2016/07/27	Contig
GCA_001695025.1_ASM169502v1_genomic.fna	Streptococcus agalactiae	ES-NI-013	20122	SAMN04481626 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001695025.1 	2.11659	35.4	-	MBKK01	62	2148	2008	2016/07/26	2016/07/27	Contig
GCA_001695055.1_ASM169505v1_genomic.fna	Streptococcus agalactiae	ES-PW-028	20122	SAMN04481627 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001695055.1 	2.08444	35.3	-	MBKL01	38	2097	2001	2016/07/26	2016/07/27	Contig
GCA_001695075.1_ASM169507v1_genomic.fna	Streptococcus agalactiae	ES-PW-060	20122	SAMN04481628 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001695075.1 	2.20075	35.4	-	MBLL01	50	2234	2117	2016/07/26	2016/07/27	Contig
GCA_001695095.1_ASM169509v1_genomic.fna	Streptococcus agalactiae	ES-PW-083	20122	SAMN04481629 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001695095.1 	2.11473	35.4	-	MBLK01	42	2135	2010	2016/07/26	2016/07/27	Contig
GCA_001695105.1_ASM169510v1_genomic.fna	Streptococcus agalactiae	ES-PW-101	20122	SAMN04481630 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001695105.1 	2.25769	35.3	-	MBLJ01	35	2286	2191	2016/07/26	2016/07/27	Contig
GCA_001695135.1_ASM169513v1_genomic.fna	Streptococcus agalactiae	ES-PW-130	20122	SAMN04481631 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001695135.1 	2.06577	35.4	-	MBLI01	45	2079	1962	2016/07/26	2016/07/27	Contig
GCA_001695155.1_ASM169515v1_genomic.fna	Streptococcus agalactiae	ES-PW-135	20122	SAMN04481632 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001695155.1 	2.09482	35.4	-	MBLH01	42	2112	1991	2016/07/26	2016/07/27	Contig
GCA_001695175.1_ASM169517v1_genomic.fna	Streptococcus agalactiae	ES-PW-185	20122	SAMN04481633 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001695175.1 	2.13957	35.4	-	MBLG01	40	2163	2052	2016/07/26	2016/07/27	Contig
GCA_001695185.1_ASM169518v1_genomic.fna	Streptococcus agalactiae	GB-PW-024	20122	SAMN04481634 	PRJNA311314	Terrabacteria group	Firmicutes	GCA_001695185.1 	2.03083	35.2	-	MBLF01	35	2050	1949	2016/07/26	2016/07/27	Contig
GCA_000287995.1_ASM28799v1_genomic.fna	Streptococcus agalactiae LMG 14838	LMG 14838	20122	SAMN00993350 	PRJNA86381	Terrabacteria group	Firmicutes	GCA_000287995.1 	2.32913	35.3	-	ALRW01	85	2331	2214	2012/08/15	2015/08/18	Scaffold
GCA_000288015.1_ASM28801v1_genomic.fna	Streptococcus agalactiae MRI Z1-212	MRI Z1-212	20122	SAMN00993317 	PRJNA86409	Terrabacteria group	Firmicutes	GCA_000288015.1 	2.12781	35.4	-	ALSC01	25	2111	2018	2012/08/15	2015/08/09	Scaffold
GCA_000288055.1_ASM28805v1_genomic.fna	Streptococcus agalactiae LDS 628	LDS 628	20122	SAMN00993453 	PRJNA86433	Terrabacteria group	Firmicutes	GCA_000288055.1 	2.21026	35.8	-	ALSH01	103	2242	2033	2012/08/15	2015/08/09	Scaffold
GCA_000288075.1_ASM28807v1_genomic.fna	Streptococcus agalactiae str. Gottschalk 1003A	Gottschalk 1003A	20122	SAMN00991154 	PRJNA86439	Terrabacteria group	Firmicutes	GCA_000288075.1 	2.15331	35.3	-	ALSI01	41	2144	2062	2012/08/15	2015/08/09	Scaffold
GCA_000288595.1_ASM28859v1_genomic.fna	Streptococcus agalactiae GB00955	GB00955	20122	SAMN00991433 	PRJNA86593	Terrabacteria group	Firmicutes	GCA_000288595.1 	2.07081	35.2	-	ALUW01	36	2056	1994	2012/08/15	2015/08/09	Scaffold
GCA_000288755.1_ASM28875v1_genomic.fna	Streptococcus agalactiae CCUG 37737	CCUG 37737	20122	SAMN00991057 	PRJNA86227	Terrabacteria group	Firmicutes	GCA_000288755.1 	2.19397	35.3	-	ALQO01	43	2191	2105	2012/08/15	2015/08/09	Scaffold
GCA_000289035.1_ASM28903v1_genomic.fna	Streptococcus agalactiae BSU450	BSU450	20122	SAMN00991121 	PRJNA86295	Terrabacteria group	Firmicutes	GCA_000289035.1 	2.01738	35.2	-	ALRC01	40	2011	1933	2012/08/15	2015/08/09	Scaffold
GCA_000289095.1_ASM28909v1_genomic.fna	Streptococcus agalactiae BSU167	BSU167	20122	SAMN00993458 	PRJNA86327	Terrabacteria group	Firmicutes	GCA_000289095.1 	2.24428	35.3	-	ALRL01	88	2274	2135	2012/08/15	2015/08/09	Scaffold
GCA_000289215.1_ASM28921v1_genomic.fna	Streptococcus agalactiae STIR-CD-24	STIR-CD-24	20122	SAMN00993775 	PRJNA86363	Terrabacteria group	Firmicutes	GCA_000289215.1 	2.01283	35.3	-	ALRR01	43	2007	1922	2012/08/15	2015/08/09	Scaffold
GCA_000289375.1_ASM28937v1_genomic.fna	Streptococcus agalactiae MRI Z1-213	MRI Z1-213	20122	SAMN00993332 	PRJNA86411	Terrabacteria group	Firmicutes	GCA_000289375.1 	2.34641	35.7	-	ALSD01	86	2394	2189	2012/08/15	2015/08/09	Scaffold
GCA_000289455.1_ASM28945v1_genomic.fna	Streptococcus agalactiae str. Gottschalk 992B	Gottschalk 992B	20122	SAMN00991141 	PRJNA86449	Terrabacteria group	Firmicutes	GCA_000289455.1 	2.03261	35.3	-	ALSK01	24	2022	1902	2012/08/15	2015/08/09	Scaffold
GCA_000347415.1_ASM34741v1_genomic.fna	Streptococcus agalactiae SS1014	SS1014	20122	SAMEA2272798 	PRJEB1146	Terrabacteria group	Firmicutes	GCA_000347415.1 	1.98699	35.1	-	CAQC01	99	1982	1917	2013/03/10	2015/08/09	Scaffold
GCA_000347435.1_ASM34743v1_genomic.fna	Streptococcus agalactiae CF01173	CF01173	20122	SAMEA2272311 	PRJEB1145	Terrabacteria group	Firmicutes	GCA_000347435.1 	2.02461	35.3	-	CAQB01	131	1990	1928	2013/03/10	2015/08/10	Scaffold
GCA_000714695.1_StrAga1.0_genomic.fna	Streptococcus agalactiae	ENC06	20122	SAMN02727658 	PRJNA244605	Terrabacteria group	Firmicutes	GCA_000714695.1 	2.09712	35.4	-	JMBK01	70	2063	2002	2014/06/27	2015/08/07	Scaffold
GCA_001074255.1_ASM107425v1_genomic.fna	Streptococcus agalactiae	759_SAGA	20122	SAMN03197967 	PRJNA267549	Terrabacteria group	Firmicutes	GCA_001074255.1 	2.04962	35.2	-	JUUD01	27	2037	1979	2015/07/10	2015/08/21	Scaffold
GCA_001074285.1_ASM107428v1_genomic.fna	Streptococcus agalactiae	765_SAGA	20122	SAMN03197974 	PRJNA267549	Terrabacteria group	Firmicutes	GCA_001074285.1 	2.09114	35.4	-	JUTW01	44	2082	2003	2015/07/10	2015/08/21	Scaffold
GCA_001074585.1_ASM107458v1_genomic.fna	Streptococcus agalactiae	846_SAGA	20122	SAMN03198054 	PRJNA267549	Terrabacteria group	Firmicutes	GCA_001074585.1 	2.20393	35.5	-	JUQU01	69	2223	2130	2015/07/10	2015/08/21	Scaffold
GCA_001087245.1_6630_6_21_genomic.fna	Streptococcus agalactiae	DE-NI-0017	20122	SAMEA1031484 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001087245.1 	1.98666	35.2	-	CQAI01	26	1980	1887	2015/03/22	2015/08/05	Scaffold
GCA_001088005.1_6630_7_24_genomic.fna	Streptococcus agalactiae	CZ-NI-003	20122	SAMEA1031495 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001088005.1 	2.18902	35.5	-	CPXP01	31	2185	2092	2015/03/22	2015/08/05	Scaffold
