Fasta	Genome	contig	Start	Stop	protID	name	url
GCA-000831145-protein575.fasta	GCA_000831145	CP007570.1	612731	613004	575	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A076YU52
GCA-000599965-protein1607.fasta	GCA_000599965	CP007482.1	1584180	1584828	1607	Probable transaldolase	http://purl.uniprot.org/uniprot/Q8DXP1
GCA-001592385-protein1757.fasta	GCA_001592385	CP010874.1	1802660	1803245	1757	N-acetylmuramoyl-L-alanine amidase	http://purl.uniprot.org/uniprot/A0A0H1J0P0
GCA-000967445-protein3471.fasta	GCA_000967445	FO393392.1	1319085	1319775	3471	50S ribosomal protein L1	http://purl.uniprot.org/uniprot/E7S356
GCA-000012705-protein3981.fasta	GCA_000012705	CP000114.1	1943446	1943866	3981	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0H1MQE0
GCA-001026925-protein857.fasta	GCA_001026925	CP010867.1	903326	903848	857	Acetyltransferase	http://purl.uniprot.org/uniprot/F8Y015
GCA-000012705-protein3431.fasta	GCA_000012705	CP000114.1	1385697	1386036	3431	Ribosome-associated protein	http://purl.uniprot.org/uniprot/S8H954
GCA-001266635-protein1147.fasta	GCA_001266635	CP010319.1	1201149	1201959	1147	DUF1837 domain-containing protein	http://purl.uniprot.org/uniparc/UPI00050C018E
GCA-000007265-protein1659.fasta	GCA_000007265	AE009948.1	1708216	1708504	1659	30S ribosomal protein S6	http://purl.uniprot.org/uniprot/P66597
GCA-001592385-protein540.fasta	GCA_001592385	CP010874.1	533580	534954	540	cell division protein FtsA	http://purl.uniprot.org/uniparc/UPI0003049CD9
GCA-000196055-protein1332.fasta	GCA_000196055	AL732656.1	1378636	1379470	1332	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E4R9
GCA-000689235-protein872.fasta	GCA_000689235	HG939456.1	929241	930171	872	Conjugative transposon protein	http://purl.uniprot.org/uniprot/E0ADV4
GCA-001026925-protein1354.fasta	GCA_001026925	CP010867.1	1422450	1423299	1354	Amino acid ABC transporter, amino acid-binding protein	http://purl.uniprot.org/uniprot/A0A0H1ZBU5
GCA-000007265-protein1229.fasta	GCA_000007265	AE009948.1	1273804	1274281	1229		
GCA-000782855-protein2511.fasta	GCA_000782855	CP006910.1	552610	552997	2511	ImmA/IrrE family metallo-endopeptidase	http://purl.uniprot.org/uniparc/UPI0002BADC43
GCA-000730215-protein3305.fasta	GCA_000730215	CP007631.2	1361421	1362039	3305	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EI11
GCA-001190885-protein3080.fasta	GCA_001190885	CP011329.1	1283600	1284536	3080	ABC transporter, ATP-binding protein	http://purl.uniprot.org/uniprot/G5KBH3
GCA-000196055-protein1347.fasta	GCA_000196055	AL732656.1	1393090	1393321	1347	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E4Q4
GCA-000007265-protein92.fasta	GCA_000007265	AE009948.1	102829	103405	92	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	http://purl.uniprot.org/uniprot/E7S728
GCA-000730215-protein2583.fasta	GCA_000730215	CP007631.2	594786	595683	2583	Histidine kinase	http://purl.uniprot.org/uniprot/A0A0E1EGD6
GCA-001592385-protein521.fasta	GCA_001592385	CP010874.1	514933	515449	521	Teicoplanin resistance protein VanZ	http://purl.uniprot.org/uniprot/A0A0H1FCR3
GCA-001026925-protein182.fasta	GCA_001026925	CP010867.1	202375	203116	182	Sensory transduction protein LytR	http://purl.uniprot.org/uniprot/Q8E217
GCA-000730215-protein2343.fasta	GCA_000730215	CP007631.2	372372	373395	2343	PTS mannose transporter subunit EIIAB	http://purl.uniprot.org/uniprot/A0A0E1EFA5
GCA-000967445-protein2375.fasta	GCA_000967445	FO393392.1	236170	236611	2375	50S ribosomal protein L15	http://purl.uniprot.org/uniprot/Q3K3V0
GCA-001026925-protein527.fasta	GCA_001026925	CP010867.1	552946	553360	527	Organic hydroperoxide resistance protein, putative	http://purl.uniprot.org/uniprot/F8XZ12
GCA-000782855-protein2523.fasta	GCA_000782855	CP006910.1	558735	559470	2523	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BB2A56
GCA-000831105-protein1231.fasta	GCA_000831105	CP007572.1	1296668	1297262	1231	dTDP-4-dehydrorhamnose 3,5-epimerase	http://purl.uniprot.org/uniprot/A0A1J7X9C8
GCA-000831145-protein1679.fasta	GCA_000831145	CP007570.1	1792134	1792527	1679	DUF1366 domain-containing protein	http://purl.uniprot.org/uniparc/UPI00005C7047
GCA-000831105-protein48.fasta	GCA_000831105	CP007572.1	66268	66673	48		
GCA-000007265-protein16.fasta	GCA_000007265	AE009948.1	30368	31337	16	Ribose-phosphate pyrophosphokinase 1	http://purl.uniprot.org/uniprot/Q8E2H0
GCA-000427055-protein593.fasta	GCA_000427055	HF952106.1	601924	602635	593		
GCA-000007265-protein1820.fasta	GCA_000007265	AE009948.1	1863815	1864286	1820	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8DXH2
GCA-000196055-protein1136.fasta	GCA_000196055	AL732656.1	1181248	1181458	1136	Uncharacterized protein	http://purl.uniprot.org/uniprot/F8Y0L7
GCA-000730215-protein3273.fasta	GCA_000730215	CP007631.2	1325321	1325843	3273		
GCA-001026925-protein525.fasta	GCA_001026925	CP010867.1	551163	551721	525	Membrane protein	http://purl.uniprot.org/uniprot/S9KLK1
GCA-001190885-protein3064.fasta	GCA_001190885	CP011329.1	1268781	1270869	3064	cadmium-translocating P-type ATPase	http://purl.uniprot.org/uniparc/UPI0006819AE5
GCA-001592385-protein1011.fasta	GCA_001592385	CP010874.1	1043716	1044535	1011	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00005BB315
GCA-000427055-protein647.fasta	GCA_000427055	HF952106.1	665208	665448	647	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1E9JLF0
GCA-000427075-protein2580.fasta	GCA_000427075	HF952105.1	589381	589738	2580	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00059B18EB
GCA-000012705-protein4097.fasta	GCA_000012705	CP000114.1	2050453	2050702	4097	Phage protein	http://purl.uniprot.org/uniprot/A0A2D4DQ33
GCA-000831105-protein674.fasta	GCA_000831105	CP007572.1	690381	690594	674	Transcriptional regulator	http://purl.uniprot.org/uniprot/A0A095YXQ2
GCA-000831105-protein176.fasta	GCA_000831105	CP007572.1	193576	193849	176	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1A9DYQ8
GCA-000831145-protein607.fasta	GCA_000831145	CP007570.1	648708	649080	607	mRNA interferase	http://purl.uniprot.org/uniprot/Q3HLN7
GCA-000007265-protein960.fasta	GCA_000007265	AE009948.1	999422	1000310	960	Phosphate transport system permease protein PstA	http://purl.uniprot.org/uniprot/F8Y0A6
GCA-000782855-protein2538.fasta	GCA_000782855	CP006910.1	568627	569908	2538	PBSX family phage terminase large subunit	http://purl.uniprot.org/uniparc/UPI0002BB25D0
GCA-000007265-protein1207.fasta	GCA_000007265	AE009948.1	1253013	1253391	1207	Chromosome partitioning protein ParA	http://purl.uniprot.org/uniprot/A0A1J7VDE1
GCA-001190805-protein3102.fasta	GCA_001190805	CP011325.1	1156592	1156979	3102	Thioesterase	http://purl.uniprot.org/uniprot/S8FW28
GCA-000302475-protein1004.fasta	GCA_000302475	CP003919.1	1028174	1029149	1004	CpsIbI	http://purl.uniprot.org/uniprot/Q9AQJ0
GCA-001592385-protein25.fasta	GCA_001592385	CP010874.1	28683	29661	25	acetylxylan esterase	http://purl.uniprot.org/uniparc/UPI00005BB1BE
GCA-000012705-protein2154.fasta	GCA_000012705	CP000114.1	66535	66916	2154	MORN repeat protein	http://purl.uniprot.org/uniprot/E7S774
GCA-000196055-protein246.fasta	GCA_000196055	AL732656.1	262708	263134	246	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E7B3
GCA-000427075-protein4063.fasta	GCA_000427075	HF952105.1	2058314	2059010	4063		
GCA-001275545-protein1999.fasta	GCA_001275545	CP012419.2	87154	87838	1999	DNA-binding protein	http://purl.uniprot.org/uniprot/S9MRU1
GCA-001026925-protein813.fasta	GCA_001026925	CP010867.1	857135	858389	813	Polysaccharide deacetylase	http://purl.uniprot.org/uniprot/A0A1F0CFN5
GCA-000427075-protein2697.fasta	GCA_000427075	HF952105.1	670722	670926	2697	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000332D956
GCA-000831105-protein1782.fasta	GCA_000831105	CP007572.1	1863923	1864478	1782	Transposon Tn917 resolvase	http://purl.uniprot.org/uniprot/P06693
GCA-000782855-protein3407.fasta	GCA_000782855	CP006910.1	1481740	1483120	3407	Bifunctional protein GlmU	http://purl.uniprot.org/uniprot/Q3JZY6
GCA-001190805-protein2942.fasta	GCA_001190805	CP011325.1	999372	1000443	2942	Tyrosine recombinase XerS	http://purl.uniprot.org/uniprot/P67632
GCA-001266635-protein1167.fasta	GCA_001266635	CP010319.1	1213803	1215615	1167	group II intron reverse transcriptase/maturase	http://purl.uniprot.org/uniparc/UPI00069FC94D
GCA-000012705-protein3372.fasta	GCA_000012705	CP000114.1	1326481	1327111	3372	TetR family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A076Z7N1
GCA-001592385-protein246.fasta	GCA_001592385	CP010874.1	234319	235675	246	PTS ascorbate transporter subunit IIC	http://purl.uniprot.org/uniprot/A0A0E1EEY7
GCA-000782855-protein2512.fasta	GCA_000782855	CP006910.1	553000	553348	2512	XRE family transcriptional regulator	http://purl.uniprot.org/uniparc/UPI0002B9DF6B
GCA-000831145-protein1696.fasta	GCA_000831145	CP007570.1	1808271	1809243	1696	phage head morphogenesis protein	http://purl.uniprot.org/uniparc/UPI0004ED7447
GCA-001190805-protein3808.fasta	GCA_001190805	CP011325.1	1886124	1886706	3808		
GCA-001655175-protein1624.fasta	GCA_001655175	CP015976.1	1611309	1613214	1624		
GCA-001026925-protein238.fasta	GCA_001026925	CP010867.1	253139	253526	238	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E1W7
GCA-000007265-protein247.fasta	GCA_000007265	AE009948.1	264841	265333	247	ECF subfamily RNA polymerase sigma factor	http://purl.uniprot.org/uniprot/F8XYB0
GCA-000831145-protein600.fasta	GCA_000831145	CP007570.1	641042	641882	600	VanYG	http://purl.uniprot.org/uniprot/Q3HLP4
GCA-000007265-protein937.fasta	GCA_000007265	AE009948.1	975491	976190	937	UbiC transcription regulator-associated domain protein	http://purl.uniprot.org/uniprot/E7S4H9
GCA-000730215-protein2559.fasta	GCA_000730215	CP007631.2	573970	575245	2559	Terminase	http://purl.uniprot.org/uniprot/A0A0E1ELJ3
GCA-001190885-protein3079.fasta	GCA_001190885	CP011329.1	1282837	1283608	3079	Transport permease protein	http://purl.uniprot.org/uniprot/A0A0Z8FQU5
GCA-001592385-protein31.fasta	GCA_001592385	CP010874.1	35348	36647	31	adenylosuccinate lyase	http://purl.uniprot.org/uniparc/UPI00005BB1C4
GCA-000427075-protein3247.fasta	GCA_000427075	HF952105.1	1247625	1249347	3247	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000332E9B3
GCA-000782855-protein2562.fasta	GCA_000782855	CP006910.1	589717	590233	2562	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BACE9B
GCA-000831145-protein1615.fasta	GCA_000831145	CP007570.1	1728996	1729710	1615	Cobalt transporter	http://purl.uniprot.org/uniprot/A0A1A9E2T2
GCA-000689235-protein1476.fasta	GCA_000689235	HG939456.1	1552893	1553949	1476	Alcohol dehydrogenase, zinc-containing	http://purl.uniprot.org/uniprot/Q8DY56
GCA-000831105-protein1233.fasta	GCA_000831105	CP007572.1	1298189	1299293	1233	FAD-dependent oxidoreductase	http://purl.uniprot.org/uniprot/A0A1J7WID2
GCA-000427035-protein2876.fasta	GCA_000427035	HF952104.1	1142438	1143215	2876	ABC transporter, permease protein	http://purl.uniprot.org/uniprot/E7S447
GCA-000730215-protein3290.fasta	GCA_000730215	CP007631.2	1346430	1347003	3290	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EHZ7
GCA-000007265-protein62.fasta	GCA_000007265	AE009948.1	79870	80524	62	30S ribosomal protein S3	http://purl.uniprot.org/uniprot/A2RC20
GCA-000196055-protein243.fasta	GCA_000196055	AL732656.1	260005	260863	243		
GCA-000007265-protein872.fasta	GCA_000007265	AE009948.1	900285	901056	872	Acid sugar phosphatase	http://purl.uniprot.org/uniprot/E7S4M5
GCA-000302475-protein214.fasta	GCA_000302475	CP003919.1	230020	230428	214		
GCA-001275545-protein3095.fasta	GCA_001275545	CP012419.2	1209615	1210143	3095	DUF1642 domain-containing protein	http://purl.uniprot.org/uniparc/UPI0002D8564E
GCA-001655175-protein1557.fasta	GCA_001655175	CP015976.1	1544400	1545018	1557		
GCA-001026925-protein346.fasta	GCA_001026925	CP010867.1	372033	372573	346		
GCA-001592385-protein78.fasta	GCA_001592385	CP010874.1	76458	76821	78	transcriptional regulator	http://purl.uniprot.org/uniparc/UPI00077C3E7F
GCA-000007265-protein1634.fasta	GCA_000007265	AE009948.1	1683135	1683495	1634	Holo-[acyl-carrier-protein] synthase	http://purl.uniprot.org/uniprot/P63471
GCA-000730255-protein1549.fasta	GCA_000730255	CP007632.1	1606320	1608849	1549	Protein translocase subunit SecA 1	http://purl.uniprot.org/uniprot/Q3JZK2
GCA-000599965-protein803.fasta	GCA_000599965	CP007482.1	815825	816167	803	CRISPR-associated endoribonuclease Cas2	http://purl.uniprot.org/uniprot/F8Y042
GCA-000007265-protein492.fasta	GCA_000007265	AE009948.1	517968	518244	492	DNA-binding protein HU	http://purl.uniprot.org/uniprot/E7S5M1
GCA-000831105-protein1579.fasta	GCA_000831105	CP007572.1	1656547	1657069	1579	DNA-binding protein	http://purl.uniprot.org/uniprot/S9L174
GCA-001190805-protein3829.fasta	GCA_001190805	CP011325.1	1901760	1902144	3829	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0H1U1S0
GCA-000831105-protein607.fasta	GCA_000831105	CP007572.1	617032	618253	607	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1A9DZU8
GCA-000689235-protein778.fasta	GCA_000689235	HG939456.1	821385	822102	778	ATP synthase subunit a	http://purl.uniprot.org/uniprot/Q3K1K0
GCA-000427055-protein583.fasta	GCA_000427055	HF952106.1	592078	592834	583		
GCA-000689235-protein1149.fasta	GCA_000689235	HG939456.1	1217231	1218677	1149		
GCA-001026925-protein1633.fasta	GCA_001026925	CP010867.1	1710371	1711391	1633	Cytochrome d ubiquinol oxidase, subunit II	http://purl.uniprot.org/uniprot/F8Y2R8
GCA-001275545-protein2002.fasta	GCA_001275545	CP012419.2	89792	91346	2002	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0006AC28E8
GCA-000007265-protein1796.fasta	GCA_000007265	AE009948.1	1848639	1849782	1796	Portal protein	http://purl.uniprot.org/uniprot/A0A1P8VVT4
GCA-000599965-protein165.fasta	GCA_000599965	CP007482.1	170069	170399	165	Ribonuclease P protein component	http://purl.uniprot.org/uniprot/Q3K2X6
GCA-001552035-protein4086.fasta	GCA_001552035	CP012742.1	654	1656	4086	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0009A8D264
GCA-001655175-protein410.fasta	GCA_001655175	CP015976.1	421669	422524	410		
GCA-001266635-protein554.fasta	GCA_001266635	CP010319.1	572868	573291	554	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002B977BD
GCA-000427075-protein3747.fasta	GCA_000427075	HF952105.1	1739009	1740770	3747	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000332DCE0
GCA-000007265-protein1236.fasta	GCA_000007265	AE009948.1	1279547	1279898	1236	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8DZ49
GCA-001552035-protein2782.fasta	GCA_001552035	CP012480.1	725094	725568	2782	Terminase	http://purl.uniprot.org/uniprot/A0A1S1FF38
GCA-000730215-protein3077.fasta	GCA_000730215	CP007631.2	1124988	1125531	3077	Flavoprotein family protein	http://purl.uniprot.org/uniprot/Q8DZN6
GCA-001275545-protein2031.fasta	GCA_001275545	CP012419.2	105841	106252	2031	DUF5072 domain-containing protein	http://purl.uniprot.org/uniparc/UPI0006AC0850
GCA-000689235-protein33.fasta	GCA_000689235	HG939456.1	52000	52831	33	Carbohydrate ABC transporter permease	http://purl.uniprot.org/uniprot/F8XXF3
GCA-001026925-protein840.fasta	GCA_001026925	CP010867.1	886902	888771	840	1,4-alpha-glucan branching enzyme GlgB	http://purl.uniprot.org/uniprot/Q3K1K5
GCA-000012705-protein3909.fasta	GCA_000012705	CP000114.1	1873739	1874492	3909	Isoprenyl transferase	http://purl.uniprot.org/uniprot/F8Y387
GCA-001552035-protein3974.fasta	GCA_001552035	CP012480.1	1957636	1959421	3974	Putative cell-wall anchored surface adhesin	http://purl.uniprot.org/uniprot/Q2PB79
GCA-001026925-protein890.fasta	GCA_001026925	CP010867.1	948579	949044	890	Acetyltransferase	http://purl.uniprot.org/uniprot/F8Y049
GCA-001655175-protein971.fasta	GCA_001655175	CP015976.1	983302	983659	971		
GCA-001592385-protein1975.fasta	GCA_001592385	CP010874.1	2009123	2011442	1975	YhgE/Pip domain-containing protein	http://purl.uniprot.org/uniparc/UPI00005BB4CE
GCA-000007265-protein66.fasta	GCA_000007265	AE009948.1	81467	81836	66	50S ribosomal protein L14	http://purl.uniprot.org/uniprot/E7S756
GCA-000831105-protein1227.fasta	GCA_000831105	CP007572.1	1290995	1291457	1227	MutT/nudix family protein	http://purl.uniprot.org/uniprot/A0A076YZN9
GCA-000007265-protein1555.fasta	GCA_000007265	AE009948.1	1604489	1605032	1555	Membrane protein	http://purl.uniprot.org/uniprot/S9KX90
GCA-000196055-protein382.fasta	GCA_000196055	AL732656.1	392876	393881	382	Uncharacterized protein	http://purl.uniprot.org/uniprot/S8HB76
GCA-000730255-protein1817.fasta	GCA_000730255	CP007632.1	1884055	1884517	1817	Glutaredoxin-like protein	http://purl.uniprot.org/uniprot/F8Y3K5
GCA-000730255-protein420.fasta	GCA_000730255	CP007632.1	454864	455314	420	GatA	http://purl.uniprot.org/uniprot/Q9F8B6
GCA-000007265-protein843.fasta	GCA_000007265	AE009948.1	863864	865271	843	ATP synthase subunit beta	http://purl.uniprot.org/uniprot/Q3K1J5
GCA-001552035-protein2798.fasta	GCA_001552035	CP012480.1	737711	740627	2798	Carbamoylsarcosine amidase	http://purl.uniprot.org/uniprot/A0A1S1FGH2
GCA-001592385-protein569.fasta	GCA_001592385	CP010874.1	561512	562748	569	Peptidoglycan branched peptide synthesis protein	http://purl.uniprot.org/uniprot/A0A0E1EG61
GCA-000831125-protein2801.fasta	GCA_000831125	CP007571.1	687068	687428	2801	MerR family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A0Z8ILT9
GCA-001592385-protein1607.fasta	GCA_001592385	CP010874.1	1646543	1646996	1607	Universal stress protein	http://purl.uniprot.org/uniprot/F8Y2R0
GCA-001592385-protein1765.fasta	GCA_001592385	CP010874.1	1810472	1811810	1765	Malate permease	http://purl.uniprot.org/uniprot/A0A0H1LS09
GCA-000599965-protein219.fasta	GCA_000599965	CP007482.1	228962	229796	219	50S ribosomal protein L2	http://purl.uniprot.org/uniprot/E7S763
GCA-000831145-protein581.fasta	GCA_000831145	CP007570.1	623302	624097	581	Serine protease	http://purl.uniprot.org/uniprot/A0A2D3DY91
GCA-000782855-protein2544.fasta	GCA_000782855	CP006910.1	574014	574911	2544	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00005C82E1
GCA-000007265-protein1552.fasta	GCA_000007265	AE009948.1	1602152	1603127	1552	dITP/XTP pyrophosphatase	http://purl.uniprot.org/uniprot/Q8DY93
GCA-000007265-protein210.fasta	GCA_000007265	AE009948.1	233014	233491	210	Transcriptional regulator, Cro/CI family	http://purl.uniprot.org/uniprot/Q8E1Y3
GCA-001592385-protein1744.fasta	GCA_001592385	CP010874.1	1787170	1787407	1744	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EJS5
GCA-001266635-protein1127.fasta	GCA_001266635	CP010319.1	1181197	1182604	1127	6-phospho-beta-galactosidase	http://purl.uniprot.org/uniparc/UPI0003119083
GCA-001275545-protein2029.fasta	GCA_001275545	CP012419.2	105136	105448	2029	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0006ACA1E2
GCA-000007265-protein1757.fasta	GCA_000007265	AE009948.1	1809921	1810200	1757	PTS system lactose/cellobiose family IIB subunit	http://purl.uniprot.org/uniprot/F8Y2Y6
GCA-001592385-protein1057.fasta	GCA_001592385	CP010874.1	1088500	1090033	1057	Voltage-gated chloride channel family protein	http://purl.uniprot.org/uniprot/A0A0H1DGL2
GCA-000782855-protein2980.fasta	GCA_000782855	CP006910.1	1036494	1037145	2980	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002E75451
GCA-001266635-protein577.fasta	GCA_001266635	CP010319.1	594309	594813	577	MarR family transcriptional regulator	http://purl.uniprot.org/uniparc/UPI0003054D1E
